Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
India,Maize,1996,17094,1083,56114.0,25.79
India,Maize,1996,17094,1083,56114.0,25.31
India,Maize,1996,17094,1083,56114.0,23.81
India,Maize,1996,17094,1083,56114.0,26.46
India,Maize,1996,17094,1083,56114.0,25.55
India,Maize,1996,17094,1083,56114.0,25.75
India,Maize,1996,17094,1083,56114.0,25.34
India,Maize,1996,17094,1083,56114.0,26.64
India,Maize,1996,17094,1083,56114.0,24.78
India,Maize,1996,17094,1083,56114.0,27.01
India,Maize,1996,17094,1083,56114.0,27.01
India,Maize,1996,17094,1083,56114.0,25.99
India,Potatoes,1996,169913,1083,56114.0,25.63
India,Potatoes,1996,169913,1083,56114.0,27.06
India,Potatoes,1996,169913,1083,56114.0,26.1
India,Potatoes,1996,169913,1083,56114.0,23.81
India,Potatoes,1996,169913,1083,56114.0,25.41
India,Potatoes,1996,169913,1083,56114.0,25.9
India,Potatoes,1996,169913,1083,56114.0,25.55
India,Potatoes,1996,169913,1083,56114.0,26.65
India,Potatoes,1996,169913,1083,56114.0,27.37
India,Potatoes,1996,169913,1083,56114.0,25.55
India,Potatoes,1996,169913,1083,56114.0,25.79
India,Potatoes,1996,169913,1083,56114.0,25.31
India,Potatoes,1996,169913,1083,56114.0,23.81
India,Potatoes,1996,169913,1083,56114.0,26.46
India,Potatoes,1996,169913,1083,56114.0,25.55
India,Potatoes,1996,169913,1083,56114.0,25.75
India,Potatoes,1996,169913,1083,56114.0,25.34
India,Potatoes,1996,169913,1083,56114.0,26.64
India,Potatoes,1996,169913,1083,56114.0,24.78
India,Potatoes,1996,169913,1083,56114.0,27.01
India,Potatoes,1996,169913,1083,56114.0,27.01
India,Potatoes,1996,169913,1083,56114.0,25.99
India,"Rice, paddy",1996,28226,1083,56114.0,25.63
India,"Rice, paddy",1996,28226,1083,56114.0,27.06
India,"Rice, paddy",1996,28226,1083,56114.0,26.1
India,"Rice, paddy",1996,28226,1083,56114.0,23.81
India,"Rice, paddy",1996,28226,1083,56114.0,25.41
India,"Rice, paddy",1996,28226,1083,56114.0,25.9
India,"Rice, paddy",1996,28226,1083,56114.0,25.55
India,"Rice, paddy",1996,28226,1083,56114.0,26.65
India,"Rice, paddy",1996,28226,1083,56114.0,27.37
India,"Rice, paddy",1996,28226,1083,56114.0,25.55
India,"Rice, paddy",1996,28226,1083,56114.0,25.79
India,"Rice, paddy",1996,28226,1083,56114.0,25.31
India,"Rice, paddy",1996,28226,1083,56114.0,23.81
India,"Rice, paddy",1996,28226,1083,56114.0,26.46
India,"Rice, paddy",1996,28226,1083,56114.0,25.55
India,"Rice, paddy",1996,28226,1083,56114.0,25.75
India,"Rice, paddy",1996,28226,1083,56114.0,25.34
India,"Rice, paddy",1996,28226,1083,56114.0,26.64
India,"Rice, paddy",1996,28226,1083,56114.0,24.78
India,"Rice, paddy",1996,28226,1083,56114.0,27.01
India,"Rice, paddy",1996,28226,1083,56114.0,27.01
India,"Rice, paddy",1996,28226,1083,56114.0,25.99
India,Sorghum,1996,9591,1083,56114.0,25.63
India,Sorghum,1996,9591,1083,56114.0,27.06
India,Sorghum,1996,9591,1083,56114.0,26.1
India,Sorghum,1996,9591,1083,56114.0,23.81
India,Sorghum,1996,9591,1083,56114.0,25.41
India,Sorghum,1996,9591,1083,56114.0,25.9
India,Sorghum,1996,9591,1083,56114.0,25.55
India,Sorghum,1996,9591,1083,56114.0,26.65
India,Sorghum,1996,9591,1083,56114.0,27.37
India,Sorghum,1996,9591,1083,56114.0,25.55
India,Sorghum,1996,9591,1083,56114.0,25.79
India,Sorghum,1996,9591,1083,56114.0,25.31
India,Sorghum,1996,9591,1083,56114.0,23.81
India,Sorghum,1996,9591,1083,56114.0,26.46
India,Sorghum,1996,9591,1083,56114.0,25.55
India,Sorghum,1996,9591,1083,56114.0,25.75
India,Sorghum,1996,9591,1083,56114.0,25.34
India,Sorghum,1996,9591,1083,56114.0,26.64
India,Sorghum,1996,9591,1083,56114.0,24.78
India,Sorghum,1996,9591,1083,56114.0,27.01
India,Sorghum,1996,9591,1083,56114.0,27.01
India,Sorghum,1996,9591,1083,56114.0,25.99
India,Soybeans,1996,10319,1083,56114.0,25.63
India,Soybeans,1996,10319,1083,56114.0,27.06
India,Soybeans,1996,10319,1083,56114.0,26.1
India,Soybeans,1996,10319,1083,56114.0,23.81
India,Soybeans,1996,10319,1083,56114.0,25.41
India,Soybeans,1996,10319,1083,56114.0,25.9
India,Soybeans,1996,10319,1083,56114.0,25.55
India,Soybeans,1996,10319,1083,56114.0,26.65
India,Soybeans,1996,10319,1083,56114.0,27.37
India,Soybeans,1996,10319,1083,56114.0,25.55
India,Soybeans,1996,10319,1083,56114.0,25.79
India,Soybeans,1996,10319,1083,56114.0,25.31
India,Soybeans,1996,10319,1083,56114.0,23.81
India,Soybeans,1996,10319,1083,56114.0,26.46
India,Soybeans,1996,10319,1083,56114.0,25.55
India,Soybeans,1996,10319,1083,56114.0,25.75
India,Soybeans,1996,10319,1083,56114.0,25.34
India,Soybeans,1996,10319,1083,56114.0,26.64
India,Soybeans,1996,10319,1083,56114.0,24.78
India,Soybeans,1996,10319,1083,56114.0,27.01
India,Soybeans,1996,10319,1083,56114.0,27.01
India,Soybeans,1996,10319,1083,56114.0,25.99
India,Sweet potatoes,1996,80716,1083,56114.0,25.63
India,Sweet potatoes,1996,80716,1083,56114.0,27.06
India,Sweet potatoes,1996,80716,1083,56114.0,26.1
India,Sweet potatoes,1996,80716,1083,56114.0,23.81
India,Sweet potatoes,1996,80716,1083,56114.0,25.41
India,Sweet potatoes,1996,80716,1083,56114.0,25.9
India,Sweet potatoes,1996,80716,1083,56114.0,25.55
India,Sweet potatoes,1996,80716,1083,56114.0,26.65
India,Sweet potatoes,1996,80716,1083,56114.0,27.37
India,Sweet potatoes,1996,80716,1083,56114.0,25.55
India,Sweet potatoes,1996,80716,1083,56114.0,25.79
India,Sweet potatoes,1996,80716,1083,56114.0,25.31
India,Sweet potatoes,1996,80716,1083,56114.0,23.81
India,Sweet potatoes,1996,80716,1083,56114.0,26.46
India,Sweet potatoes,1996,80716,1083,56114.0,25.55
India,Sweet potatoes,1996,80716,1083,56114.0,25.75
India,Sweet potatoes,1996,80716,1083,56114.0,25.34
India,Sweet potatoes,1996,80716,1083,56114.0,26.64
India,Sweet potatoes,1996,80716,1083,56114.0,24.78
India,Sweet potatoes,1996,80716,1083,56114.0,27.01
India,Sweet potatoes,1996,80716,1083,56114.0,27.01
India,Sweet potatoes,1996,80716,1083,56114.0,25.99
India,Wheat,1996,24828,1083,56114.0,25.63
India,Wheat,1996,24828,1083,56114.0,27.06
India,Wheat,1996,24828,1083,56114.0,26.1
India,Wheat,1996,24828,1083,56114.0,23.81
India,Wheat,1996,24828,1083,56114.0,25.41
India,Wheat,1996,24828,1083,56114.0,25.9
India,Wheat,1996,24828,1083,56114.0,25.55
India,Wheat,1996,24828,1083,56114.0,26.65
India,Wheat,1996,24828,1083,56114.0,27.37
India,Wheat,1996,24828,1083,56114.0,25.55
India,Wheat,1996,24828,1083,56114.0,25.79
India,Wheat,1996,24828,1083,56114.0,25.31
India,Wheat,1996,24828,1083,56114.0,23.81
India,Wheat,1996,24828,1083,56114.0,26.46
India,Wheat,1996,24828,1083,56114.0,25.55
India,Wheat,1996,24828,1083,56114.0,25.75
India,Wheat,1996,24828,1083,56114.0,25.34
India,Wheat,1996,24828,1083,56114.0,26.64
India,Wheat,1996,24828,1083,56114.0,24.78
India,Wheat,1996,24828,1083,56114.0,27.01
India,Wheat,1996,24828,1083,56114.0,27.01
India,Wheat,1996,24828,1083,56114.0,25.99
India,Cassava,1997,221117,1083,52279.0,24.92
India,Cassava,1997,221117,1083,52279.0,26.45
India,Cassava,1997,221117,1083,52279.0,25.58
India,Cassava,1997,221117,1083,52279.0,23.26
India,Cassava,1997,221117,1083,52279.0,25.68
India,Cassava,1997,221117,1083,52279.0,25.09
India,Cassava,1997,221117,1083,52279.0,24.71
India,Cassava,1997,221117,1083,52279.0,26.19
India,Cassava,1997,221117,1083,52279.0,27.47
India,Cassava,1997,221117,1083,52279.0,24.77
India,Cassava,1997,221117,1083,52279.0,24.83
India,Cassava,1997,221117,1083,52279.0,24.71
India,Cassava,1997,221117,1083,52279.0,23.26
India,Cassava,1997,221117,1083,52279.0,25.75
India,Cassava,1997,221117,1083,52279.0,24.71
India,Cassava,1997,221117,1083,52279.0,25.46
India,Cassava,1997,221117,1083,52279.0,25.21
India,Cassava,1997,221117,1083,52279.0,26.38
India,Cassava,1997,221117,1083,52279.0,24.55
India,Cassava,1997,221117,1083,52279.0,26.53
India,Cassava,1997,221117,1083,52279.0,26.53
India,Cassava,1997,221117,1083,52279.0,25.58
India,Maize,1997,17111,1083,52279.0,24.92
India,Maize,1997,17111,1083,52279.0,26.45
India,Maize,1997,17111,1083,52279.0,25.58
India,Maize,1997,17111,1083,52279.0,23.26
India,Maize,1997,17111,1083,52279.0,25.68
India,Maize,1997,17111,1083,52279.0,25.09
India,Maize,1997,17111,1083,52279.0,24.71
India,Maize,1997,17111,1083,52279.0,26.19
India,Maize,1997,17111,1083,52279.0,27.47
India,Maize,1997,17111,1083,52279.0,24.77
India,Maize,1997,17111,1083,52279.0,24.83
India,Maize,1997,17111,1083,52279.0,24.71
India,Maize,1997,17111,1083,52279.0,23.26
India,Maize,1997,17111,1083,52279.0,25.75
India,Maize,1997,17111,1083,52279.0,24.71
India,Maize,1997,17111,1083,52279.0,25.46
India,Maize,1997,17111,1083,52279.0,25.21
India,Maize,1997,17111,1083,52279.0,26.38
India,Maize,1997,17111,1083,52279.0,24.55
India,Maize,1997,17111,1083,52279.0,26.53
India,Maize,1997,17111,1083,52279.0,26.53
India,Maize,1997,17111,1083,52279.0,25.58
India,Potatoes,1997,193913,1083,52279.0,24.92
India,Potatoes,1997,193913,1083,52279.0,26.45
India,Potatoes,1997,193913,1083,52279.0,25.58
India,Potatoes,1997,193913,1083,52279.0,23.26
India,Potatoes,1997,193913,1083,52279.0,25.68
India,Potatoes,1997,193913,1083,52279.0,25.09
India,Potatoes,1997,193913,1083,52279.0,24.71
India,Potatoes,1997,193913,1083,52279.0,26.19
India,Potatoes,1997,193913,1083,52279.0,27.47
India,Potatoes,1997,193913,1083,52279.0,24.77
India,Potatoes,1997,193913,1083,52279.0,24.83
India,Potatoes,1997,193913,1083,52279.0,24.71
India,Potatoes,1997,193913,1083,52279.0,23.26
India,Potatoes,1997,193913,1083,52279.0,25.75
India,Potatoes,1997,193913,1083,52279.0,24.71
India,Potatoes,1997,193913,1083,52279.0,25.46
India,Potatoes,1997,193913,1083,52279.0,25.21
India,Potatoes,1997,193913,1083,52279.0,26.38
India,Potatoes,1997,193913,1083,52279.0,24.55
India,Potatoes,1997,193913,1083,52279.0,26.53
India,Potatoes,1997,193913,1083,52279.0,26.53
India,Potatoes,1997,193913,1083,52279.0,25.58
India,"Rice, paddy",1997,28457,1083,52279.0,24.92
India,"Rice, paddy",1997,28457,1083,52279.0,26.45
India,"Rice, paddy",1997,28457,1083,52279.0,25.58
India,"Rice, paddy",1997,28457,1083,52279.0,23.26
India,"Rice, paddy",1997,28457,1083,52279.0,25.68
India,"Rice, paddy",1997,28457,1083,52279.0,25.09
India,"Rice, paddy",1997,28457,1083,52279.0,24.71
India,"Rice, paddy",1997,28457,1083,52279.0,26.19
India,"Rice, paddy",1997,28457,1083,52279.0,27.47
India,"Rice, paddy",1997,28457,1083,52279.0,24.77
India,"Rice, paddy",1997,28457,1083,52279.0,24.83
India,"Rice, paddy",1997,28457,1083,52279.0,24.71
India,"Rice, paddy",1997,28457,1083,52279.0,23.26
India,"Rice, paddy",1997,28457,1083,52279.0,25.75
India,"Rice, paddy",1997,28457,1083,52279.0,24.71
India,"Rice, paddy",1997,28457,1083,52279.0,25.46
India,"Rice, paddy",1997,28457,1083,52279.0,25.21
India,"Rice, paddy",1997,28457,1083,52279.0,26.38
India,"Rice, paddy",1997,28457,1083,52279.0,24.55
India,"Rice, paddy",1997,28457,1083,52279.0,26.53
India,"Rice, paddy",1997,28457,1083,52279.0,26.53
India,"Rice, paddy",1997,28457,1083,52279.0,25.58
India,Sorghum,1997,6920,1083,52279.0,24.92
India,Sorghum,1997,6920,1083,52279.0,26.45
India,Sorghum,1997,6920,1083,52279.0,25.58
India,Sorghum,1997,6920,1083,52279.0,23.26
India,Sorghum,1997,6920,1083,52279.0,25.68
India,Sorghum,1997,6920,1083,52279.0,25.09
India,Sorghum,1997,6920,1083,52279.0,24.71
India,Sorghum,1997,6920,1083,52279.0,26.19
India,Sorghum,1997,6920,1083,52279.0,27.47
India,Sorghum,1997,6920,1083,52279.0,24.77
India,Sorghum,1997,6920,1083,52279.0,24.83
India,Sorghum,1997,6920,1083,52279.0,24.71
India,Sorghum,1997,6920,1083,52279.0,23.26
India,Sorghum,1997,6920,1083,52279.0,25.75
India,Sorghum,1997,6920,1083,52279.0,24.71
India,Sorghum,1997,6920,1083,52279.0,25.46
India,Sorghum,1997,6920,1083,52279.0,25.21
India,Sorghum,1997,6920,1083,52279.0,26.38
India,Sorghum,1997,6920,1083,52279.0,24.55
India,Sorghum,1997,6920,1083,52279.0,26.53
India,Sorghum,1997,6920,1083,52279.0,26.53
India,Sorghum,1997,6920,1083,52279.0,25.58
India,Soybeans,1997,10789,1083,52279.0,24.92
India,Soybeans,1997,10789,1083,52279.0,26.45
India,Soybeans,1997,10789,1083,52279.0,25.58
India,Soybeans,1997,10789,1083,52279.0,23.26
India,Soybeans,1997,10789,1083,52279.0,25.68
India,Soybeans,1997,10789,1083,52279.0,25.09
India,Soybeans,1997,10789,1083,52279.0,24.71
India,Soybeans,1997,10789,1083,52279.0,26.19
India,Soybeans,1997,10789,1083,52279.0,27.47
India,Soybeans,1997,10789,1083,52279.0,24.77
India,Soybeans,1997,10789,1083,52279.0,24.83
India,Soybeans,1997,10789,1083,52279.0,24.71
India,Soybeans,1997,10789,1083,52279.0,23.26
India,Soybeans,1997,10789,1083,52279.0,25.75
India,Soybeans,1997,10789,1083,52279.0,24.71
India,Soybeans,1997,10789,1083,52279.0,25.46
India,Soybeans,1997,10789,1083,52279.0,25.21
India,Soybeans,1997,10789,1083,52279.0,26.38
India,Soybeans,1997,10789,1083,52279.0,24.55
India,Soybeans,1997,10789,1083,52279.0,26.53
India,Soybeans,1997,10789,1083,52279.0,26.53
India,Soybeans,1997,10789,1083,52279.0,25.58
India,Sweet potatoes,1997,84850,1083,52279.0,24.92
India,Sweet potatoes,1997,84850,1083,52279.0,26.45
India,Sweet potatoes,1997,84850,1083,52279.0,25.58
India,Sweet potatoes,1997,84850,1083,52279.0,23.26
India,Sweet potatoes,1997,84850,1083,52279.0,25.68
India,Sweet potatoes,1997,84850,1083,52279.0,25.09
India,Sweet potatoes,1997,84850,1083,52279.0,24.71
India,Sweet potatoes,1997,84850,1083,52279.0,26.19
India,Sweet potatoes,1997,84850,1083,52279.0,27.47
India,Sweet potatoes,1997,84850,1083,52279.0,24.77
India,Sweet potatoes,1997,84850,1083,52279.0,24.83
India,Sweet potatoes,1997,84850,1083,52279.0,24.71
India,Sweet potatoes,1997,84850,1083,52279.0,23.26
India,Sweet potatoes,1997,84850,1083,52279.0,25.75
India,Sweet potatoes,1997,84850,1083,52279.0,24.71
India,Sweet potatoes,1997,84850,1083,52279.0,25.46
India,Sweet potatoes,1997,84850,1083,52279.0,25.21
India,Sweet potatoes,1997,84850,1083,52279.0,26.38
India,Sweet potatoes,1997,84850,1083,52279.0,24.55
India,Sweet potatoes,1997,84850,1083,52279.0,26.53
India,Sweet potatoes,1997,84850,1083,52279.0,26.53
India,Sweet potatoes,1997,84850,1083,52279.0,25.58
India,Wheat,1997,26789,1083,52279.0,24.92
India,Wheat,1997,26789,1083,52279.0,26.45
India,Wheat,1997,26789,1083,52279.0,25.58
India,Wheat,1997,26789,1083,52279.0,23.26
India,Wheat,1997,26789,1083,52279.0,25.68
India,Wheat,1997,26789,1083,52279.0,25.09
India,Wheat,1997,26789,1083,52279.0,24.71
India,Wheat,1997,26789,1083,52279.0,26.19
India,Wheat,1997,26789,1083,52279.0,27.47
India,Wheat,1997,26789,1083,52279.0,24.77
India,Wheat,1997,26789,1083,52279.0,24.83
India,Wheat,1997,26789,1083,52279.0,24.71
India,Wheat,1997,26789,1083,52279.0,23.26
India,Wheat,1997,26789,1083,52279.0,25.75
India,Wheat,1997,26789,1083,52279.0,24.71
India,Wheat,1997,26789,1083,52279.0,25.46
India,Wheat,1997,26789,1083,52279.0,25.21
India,Wheat,1997,26789,1083,52279.0,26.38
India,Wheat,1997,26789,1083,52279.0,24.55
India,Wheat,1997,26789,1083,52279.0,26.53
India,Wheat,1997,26789,1083,52279.0,26.53
India,Wheat,1997,26789,1083,52279.0,25.58
India,Cassava,1998,252815,1083,49157.0,25.91
India,Cassava,1998,252815,1083,49157.0,27.48
India,Cassava,1998,252815,1083,49157.0,26.35
India,Cassava,1998,252815,1083,49157.0,24.34
India,Cassava,1998,252815,1083,49157.0,26.01
India,Cassava,1998,252815,1083,49157.0,26.12
India,Cassava,1998,252815,1083,49157.0,25.77
India,Cassava,1998,252815,1083,49157.0,26.69
India,Cassava,1998,252815,1083,49157.0,27.87
India,Cassava,1998,252815,1083,49157.0,25.87
India,Cassava,1998,252815,1083,49157.0,26.27
India,Cassava,1998,252815,1083,49157.0,25.46
India,Cassava,1998,252815,1083,49157.0,24.34
India,Cassava,1998,252815,1083,49157.0,26.4
India,Cassava,1998,252815,1083,49157.0,25.77
India,Cassava,1998,252815,1083,49157.0,25.87
India,Cassava,1998,252815,1083,49157.0,25.55
India,Cassava,1998,252815,1083,49157.0,27.09
India,Cassava,1998,252815,1083,49157.0,24.84
India,Cassava,1998,252815,1083,49157.0,27.32
India,Cassava,1998,252815,1083,49157.0,27.32
India,Cassava,1998,252815,1083,49157.0,26.12
India,Maize,1998,17969,1083,49157.0,25.91
India,Maize,1998,17969,1083,49157.0,27.48
India,Maize,1998,17969,1083,49157.0,26.35
India,Maize,1998,17969,1083,49157.0,24.34
India,Maize,1998,17969,1083,49157.0,26.01
India,Maize,1998,17969,1083,49157.0,26.12
India,Maize,1998,17969,1083,49157.0,25.77
India,Maize,1998,17969,1083,49157.0,26.69
India,Maize,1998,17969,1083,49157.0,27.87
India,Maize,1998,17969,1083,49157.0,25.87
India,Maize,1998,17969,1083,49157.0,26.27
India,Maize,1998,17969,1083,49157.0,25.46
India,Maize,1998,17969,1083,49157.0,24.34
India,Maize,1998,17969,1083,49157.0,26.4
India,Maize,1998,17969,1083,49157.0,25.77
India,Maize,1998,17969,1083,49157.0,25.87
India,Maize,1998,17969,1083,49157.0,25.55
India,Maize,1998,17969,1083,49157.0,27.09
India,Maize,1998,17969,1083,49157.0,24.84
India,Maize,1998,17969,1083,49157.0,27.32
India,Maize,1998,17969,1083,49157.0,27.32
India,Maize,1998,17969,1083,49157.0,26.12
India,Potatoes,1998,146020,1083,49157.0,25.91
India,Potatoes,1998,146020,1083,49157.0,27.48
India,Potatoes,1998,146020,1083,49157.0,26.35
India,Potatoes,1998,146020,1083,49157.0,24.34
India,Potatoes,1998,146020,1083,49157.0,26.01
India,Potatoes,1998,146020,1083,49157.0,26.12
India,Potatoes,1998,146020,1083,49157.0,25.77
India,Potatoes,1998,146020,1083,49157.0,26.69
India,Potatoes,1998,146020,1083,49157.0,27.87
India,Potatoes,1998,146020,1083,49157.0,25.87
India,Potatoes,1998,146020,1083,49157.0,26.27
India,Potatoes,1998,146020,1083,49157.0,25.46
India,Potatoes,1998,146020,1083,49157.0,24.34
India,Potatoes,1998,146020,1083,49157.0,26.4
India,Potatoes,1998,146020,1083,49157.0,25.77
India,Potatoes,1998,146020,1083,49157.0,25.87
India,Potatoes,1998,146020,1083,49157.0,25.55
India,Potatoes,1998,146020,1083,49157.0,27.09
India,Potatoes,1998,146020,1083,49157.0,24.84
India,Potatoes,1998,146020,1083,49157.0,27.32
India,Potatoes,1998,146020,1083,49157.0,27.32
India,Potatoes,1998,146020,1083,49157.0,26.12
India,"Rice, paddy",1998,28805,1083,49157.0,25.91
India,"Rice, paddy",1998,28805,1083,49157.0,27.48
India,"Rice, paddy",1998,28805,1083,49157.0,26.35
India,"Rice, paddy",1998,28805,1083,49157.0,24.34
India,"Rice, paddy",1998,28805,1083,49157.0,26.01
India,"Rice, paddy",1998,28805,1083,49157.0,26.12
India,"Rice, paddy",1998,28805,1083,49157.0,25.77
India,"Rice, paddy",1998,28805,1083,49157.0,26.69
India,"Rice, paddy",1998,28805,1083,49157.0,27.87
India,"Rice, paddy",1998,28805,1083,49157.0,25.87
India,"Rice, paddy",1998,28805,1083,49157.0,26.27
India,"Rice, paddy",1998,28805,1083,49157.0,25.46
India,"Rice, paddy",1998,28805,1083,49157.0,24.34
India,"Rice, paddy",1998,28805,1083,49157.0,26.4
India,"Rice, paddy",1998,28805,1083,49157.0,25.77
India,"Rice, paddy",1998,28805,1083,49157.0,25.87
India,"Rice, paddy",1998,28805,1083,49157.0,25.55
India,"Rice, paddy",1998,28805,1083,49157.0,27.09
India,"Rice, paddy",1998,28805,1083,49157.0,24.84
India,"Rice, paddy",1998,28805,1083,49157.0,27.32
India,"Rice, paddy",1998,28805,1083,49157.0,27.32
India,"Rice, paddy",1998,28805,1083,49157.0,26.12
India,Sorghum,1998,8592,1083,49157.0,25.91
India,Sorghum,1998,8592,1083,49157.0,27.48
India,Sorghum,1998,8592,1083,49157.0,26.35
India,Sorghum,1998,8592,1083,49157.0,24.34
India,Sorghum,1998,8592,1083,49157.0,26.01
India,Sorghum,1998,8592,1083,49157.0,26.12
India,Sorghum,1998,8592,1083,49157.0,25.77
India,Sorghum,1998,8592,1083,49157.0,26.69
India,Sorghum,1998,8592,1083,49157.0,27.87
India,Sorghum,1998,8592,1083,49157.0,25.87
India,Sorghum,1998,8592,1083,49157.0,26.27
India,Sorghum,1998,8592,1083,49157.0,25.46
India,Sorghum,1998,8592,1083,49157.0,24.34
India,Sorghum,1998,8592,1083,49157.0,26.4
India,Sorghum,1998,8592,1083,49157.0,25.77
India,Sorghum,1998,8592,1083,49157.0,25.87
India,Sorghum,1998,8592,1083,49157.0,25.55
India,Sorghum,1998,8592,1083,49157.0,27.09
India,Sorghum,1998,8592,1083,49157.0,24.84
India,Sorghum,1998,8592,1083,49157.0,27.32
India,Sorghum,1998,8592,1083,49157.0,27.32
India,Sorghum,1998,8592,1083,49157.0,26.12
India,Soybeans,1998,11001,1083,49157.0,25.91
India,Soybeans,1998,11001,1083,49157.0,27.48
India,Soybeans,1998,11001,1083,49157.0,26.35
India,Soybeans,1998,11001,1083,49157.0,24.34
India,Soybeans,1998,11001,1083,49157.0,26.01
India,Soybeans,1998,11001,1083,49157.0,26.12
India,Soybeans,1998,11001,1083,49157.0,25.77
India,Soybeans,1998,11001,1083,49157.0,26.69
India,Soybeans,1998,11001,1083,49157.0,27.87
India,Soybeans,1998,11001,1083,49157.0,25.87
India,Soybeans,1998,11001,1083,49157.0,26.27
India,Soybeans,1998,11001,1083,49157.0,25.46
India,Soybeans,1998,11001,1083,49157.0,24.34
India,Soybeans,1998,11001,1083,49157.0,26.4
India,Soybeans,1998,11001,1083,49157.0,25.77
India,Soybeans,1998,11001,1083,49157.0,25.87
India,Soybeans,1998,11001,1083,49157.0,25.55
India,Soybeans,1998,11001,1083,49157.0,27.09
India,Soybeans,1998,11001,1083,49157.0,24.84
India,Soybeans,1998,11001,1083,49157.0,27.32
India,Soybeans,1998,11001,1083,49157.0,27.32
India,Soybeans,1998,11001,1083,49157.0,26.12
India,Sweet potatoes,1998,86907,1083,49157.0,25.91
India,Sweet potatoes,1998,86907,1083,49157.0,27.48
India,Sweet potatoes,1998,86907,1083,49157.0,26.35
India,Sweet potatoes,1998,86907,1083,49157.0,24.34
India,Sweet potatoes,1998,86907,1083,49157.0,26.01
India,Sweet potatoes,1998,86907,1083,49157.0,26.12
India,Sweet potatoes,1998,86907,1083,49157.0,25.77
India,Sweet potatoes,1998,86907,1083,49157.0,26.69
India,Sweet potatoes,1998,86907,1083,49157.0,27.87
India,Sweet potatoes,1998,86907,1083,49157.0,25.87
India,Sweet potatoes,1998,86907,1083,49157.0,26.27
India,Sweet potatoes,1998,86907,1083,49157.0,25.46
India,Sweet potatoes,1998,86907,1083,49157.0,24.34
India,Sweet potatoes,1998,86907,1083,49157.0,26.4
India,Sweet potatoes,1998,86907,1083,49157.0,25.77
India,Sweet potatoes,1998,86907,1083,49157.0,25.87
India,Sweet potatoes,1998,86907,1083,49157.0,25.55
India,Sweet potatoes,1998,86907,1083,49157.0,27.09
India,Sweet potatoes,1998,86907,1083,49157.0,24.84
India,Sweet potatoes,1998,86907,1083,49157.0,27.32
India,Sweet potatoes,1998,86907,1083,49157.0,27.32
India,Sweet potatoes,1998,86907,1083,49157.0,26.12
India,Wheat,1998,24852,1083,49157.0,25.91
India,Wheat,1998,24852,1083,49157.0,27.48
India,Wheat,1998,24852,1083,49157.0,26.35
India,Wheat,1998,24852,1083,49157.0,24.34
India,Wheat,1998,24852,1083,49157.0,26.01
India,Wheat,1998,24852,1083,49157.0,26.12
India,Wheat,1998,24852,1083,49157.0,25.77
India,Wheat,1998,24852,1083,49157.0,26.69
India,Wheat,1998,24852,1083,49157.0,27.87
India,Wheat,1998,24852,1083,49157.0,25.87
India,Wheat,1998,24852,1083,49157.0,26.27
India,Wheat,1998,24852,1083,49157.0,25.46
India,Wheat,1998,24852,1083,49157.0,24.34
India,Wheat,1998,24852,1083,49157.0,26.4
India,Wheat,1998,24852,1083,49157.0,25.77
India,Wheat,1998,24852,1083,49157.0,25.87
India,Wheat,1998,24852,1083,49157.0,25.55
India,Wheat,1998,24852,1083,49157.0,27.09
India,Wheat,1998,24852,1083,49157.0,24.84
India,Wheat,1998,24852,1083,49157.0,27.32
India,Wheat,1998,24852,1083,49157.0,27.32
India,Wheat,1998,24852,1083,49157.0,26.12
India,Cassava,1999,239523,1083,46195.0,26.12
India,Cassava,1999,239523,1083,46195.0,27.21
India,Cassava,1999,239523,1083,46195.0,26.4
India,Cassava,1999,239523,1083,46195.0,24.9
India,Cassava,1999,239523,1083,46195.0,25.29
India,Cassava,1999,239523,1083,46195.0,25.74
India,Cassava,1999,239523,1083,46195.0,26.36
India,Cassava,1999,239523,1083,46195.0,26.86
India,Cassava,1999,239523,1083,46195.0,27.24
India,Cassava,1999,239523,1083,46195.0,25.5
India,Cassava,1999,239523,1083,46195.0,26.42
India,Cassava,1999,239523,1083,46195.0,25.78
India,Cassava,1999,239523,1083,46195.0,24.9
India,Cassava,1999,239523,1083,46195.0,26.06
India,Cassava,1999,239523,1083,46195.0,26.36
India,Cassava,1999,239523,1083,46195.0,25.97
India,Cassava,1999,239523,1083,46195.0,25.1
India,Cassava,1999,239523,1083,46195.0,26.85
India,Cassava,1999,239523,1083,46195.0,24.93
India,Cassava,1999,239523,1083,46195.0,26.96
India,Cassava,1999,239523,1083,46195.0,26.96
India,Cassava,1999,239523,1083,46195.0,26.21
India,Maize,1999,17922,1083,46195.0,26.12
India,Maize,1999,17922,1083,46195.0,27.21
India,Maize,1999,17922,1083,46195.0,26.4
India,Maize,1999,17922,1083,46195.0,24.9
India,Maize,1999,17922,1083,46195.0,25.29
India,Maize,1999,17922,1083,46195.0,25.74
India,Maize,1999,17922,1083,46195.0,26.36
India,Maize,1999,17922,1083,46195.0,26.86
India,Maize,1999,17922,1083,46195.0,27.24
India,Maize,1999,17922,1083,46195.0,25.5
India,Maize,1999,17922,1083,46195.0,26.42
India,Maize,1999,17922,1083,46195.0,25.78
India,Maize,1999,17922,1083,46195.0,24.9
